Date,Reservoirs,Watershed,Storage (BG),Capacity (BG),Outflow (BGD),Outflow (MGD),
09/29/2021,Ashokan,Catskill/Delaware,116.36,122.9,0.604,604.0,
09/30/2021,Ashokan,Catskill/Delaware,115.84,122.9,0.599,599.0,
10/01/2021,Ashokan,Catskill/Delaware,115.28,122.9,0.599,599.0,
10/02/2021,Ashokan,Catskill/Delaware,114.88,122.9,0.594,594.0,
10/03/2021,Ashokan,Catskill/Delaware,114.58,122.9,0.591,591.0,
10/04/2021,Ashokan,Catskill/Delaware,114.87,122.9,0.592,592.0,
10/05/2021,Ashokan,Catskill/Delaware,114.82,122.9,0.592,592.0,
10/06/2021,Ashokan,Catskill/Delaware,114.66,122.9,0.589,589.0,
10/07/2021,Ashokan,Catskill/Delaware,114.5,122.9,0.587,587.0,
10/08/2021,Ashokan,Catskill/Delaware,114.28,122.9,0.584,584.0,
10/09/2021,Ashokan,Catskill/Delaware,114.03,122.9,0.583,583.0,
10/10/2021,Ashokan,Catskill/Delaware,113.72,122.9,0.584,584.0,
10/11/2021,Ashokan,Catskill/Delaware,113.42,122.9,0.584,584.0,
10/12/2021,Ashokan,Catskill/Delaware,113.07,122.9,0.58,580.0,
10/13/2021,Ashokan,Catskill/Delaware,112.71,122.9,0.577,577.0,
10/14/2021,Ashokan,Catskill/Delaware,112.34,122.9,0.576,576.0,
10/15/2021,Ashokan,Catskill/Delaware,111.95,122.9,0.575,575.0,
10/16/2021,Ashokan,Catskill/Delaware,111.75,122.9,0.573,573.0,
10/17/2021,Ashokan,Catskill/Delaware,111.37,122.9,0.573,573.0,
10/18/2021,Ashokan,Catskill/Delaware,111.01,122.9,0.569,569.0,
10/19/2021,Ashokan,Catskill/Delaware,110.67,122.9,0.538,538.0,
10/20/2021,Ashokan,Catskill/Delaware,110.52,122.9,0.492,492.0,
10/21/2021,Ashokan,Catskill/Delaware,110.35,122.9,0.374,374.0,
10/22/2021,Ashokan,Catskill/Delaware,110.17,122.9,0.34,340.0,
10/23/2021,Ashokan,Catskill/Delaware,109.98,122.9,0.34,340.0,
10/24/2021,Ashokan,Catskill/Delaware,109.9,122.9,0.337,337.0,
10/25/2021,Ashokan,Catskill/Delaware,110.37,122.9,0.34,340.0,
10/26/2021,Ashokan,Catskill/Delaware,118.33,122.9,0.34,340.0,
10/27/2021,Ashokan,Catskill/Delaware,121.67,122.9,0.095,95.0,
10/28/2021,Ashokan,Catskill/Delaware,122.97,122.9,0.378,378.0,
10/29/2021,Ashokan,Catskill/Delaware,123.57,122.9,0.602,602.0,
10/30/2021,Ashokan,Catskill/Delaware,123.89,122.9,0.602,602.0,
10/31/2021,Ashokan,Catskill/Delaware,123.82,122.9,0.539,539.0,
11/01/2021,Ashokan,Catskill/Delaware,123.67,122.9,0.217,217.0,
11/02/2021,Ashokan,Catskill/Delaware,123.47,122.9,0.198,198.0,
11/03/2021,Ashokan,Catskill/Delaware,123.33,122.9,0.198,198.0,
11/04/2021,Ashokan,Catskill/Delaware,122.98,122.9,0.045,45.0,
11/05/2021,Ashokan,Catskill/Delaware,122.55,122.9,0.089,89.0,
11/06/2021,Ashokan,Catskill/Delaware,122.22,122.9,0.232,232.0,
11/07/2021,Ashokan,Catskill/Delaware,122.08,122.9,0.252,252.0,
11/08/2021,Ashokan,Catskill/Delaware,122.14,122.9,0.252,252.0,
11/09/2021,Ashokan,Catskill/Delaware,121.78,122.9,0.196,196.0,
11/10/2021,Ashokan,Catskill/Delaware,121.37,122.9,0.565,565.0,
11/11/2021,Ashokan,Catskill/Delaware,121.11,122.9,0.601,601.0,
11/12/2021,Ashokan,Catskill/Delaware,122.7,122.9,0.6,600.0,
11/13/2021,Ashokan,Catskill/Delaware,123.49,122.9,0.602,602.0,
11/14/2021,Ashokan,Catskill/Delaware,123.82,122.9,0.603,603.0,
11/15/2021,Ashokan,Catskill/Delaware,123.93,122.9,0.598,598.0,
11/16/2021,Ashokan,Catskill/Delaware,123.81,122.9,0.599,599.0,
11/17/2021,Ashokan,Catskill/Delaware,123.54,122.9,0.597,597.0,
11/18/2021,Ashokan,Catskill/Delaware,123.12,122.9,0.598,598.0,
11/19/2021,Ashokan,Catskill/Delaware,122.65,122.9,0.598,598.0,
11/20/2021,Ashokan,Catskill/Delaware,122.16,122.9,0.599,599.0,
11/21/2021,Ashokan,Catskill/Delaware,121.73,122.9,0.596,596.0,
11/22/2021,Ashokan,Catskill/Delaware,121.33,122.9,0.596,596.0,
11/23/2021,Ashokan,Catskill/Delaware,120.9,122.9,0.601,601.0,
11/24/2021,Ashokan,Catskill/Delaware,120.53,122.9,0.599,599.0,
11/25/2021,Ashokan,Catskill/Delaware,120.16,122.9,0.594,594.0,
11/26/2021,Ashokan,Catskill/Delaware,119.77,122.9,0.594,594.0,
11/27/2021,Ashokan,Catskill/Delaware,119.38,122.9,0.595,595.0,
11/28/2021,Ashokan,Catskill/Delaware,118.96,122.9,0.589,589.0,
11/29/2021,Ashokan,Catskill/Delaware,118.58,122.9,0.587,587.0,
11/30/2021,Ashokan,Catskill/Delaware,118.14,122.9,0.587,587.0,
12/01/2021,Ashokan,Catskill/Delaware,117.86,122.9,0.583,583.0,
12/02/2021,Ashokan,Catskill/Delaware,117.52,122.9,0.581,581.0,
12/03/2021,Ashokan,Catskill/Delaware,117.04,122.9,0.582,582.0,
12/04/2021,Ashokan,Catskill/Delaware,116.64,122.9,0.575,575.0,
12/05/2021,Ashokan,Catskill/Delaware,116.28,122.9,0.574,574.0,
12/06/2021,Ashokan,Catskill/Delaware,116.01,122.9,0.57,570.0,
12/07/2021,Ashokan,Catskill/Delaware,115.68,122.9,0.459,459.0,
12/08/2021,Ashokan,Catskill/Delaware,115.25,122.9,0.552,552.0,
12/09/2021,Ashokan,Catskill/Delaware,114.85,122.9,0.591,591.0,
12/10/2021,Ashokan,Catskill/Delaware,114.45,122.9,0.589,589.0,
12/11/2021,Ashokan,Catskill/Delaware,114.19,122.9,0.587,587.0,
12/12/2021,Ashokan,Catskill/Delaware,113.87,122.9,0.587,587.0,
12/13/2021,Ashokan,Catskill/Delaware,113.51,122.9,0.585,585.0,
12/14/2021,Ashokan,Catskill/Delaware,112.92,122.9,0.585,585.0,
12/15/2021,Ashokan,Catskill/Delaware,112.21,122.9,0.58,580.0,
12/16/2021,Ashokan,Catskill/Delaware,111.28,122.9,0.576,576.0,
12/17/2021,Ashokan,Catskill/Delaware,110.52,122.9,0.575,575.0,
12/18/2021,Ashokan,Catskill/Delaware,109.96,122.9,0.458,458.0,
12/19/2021,Ashokan,Catskill/Delaware,109.32,122.9,0.411,411.0,
12/20/2021,Ashokan,Catskill/Delaware,108.76,122.9,0.411,411.0,
12/21/2021,Ashokan,Catskill/Delaware,108.46,122.9,0.246,246.0,
12/22/2021,Ashokan,Catskill/Delaware,108.13,122.9,0.027,27.0,
12/23/2021,Ashokan,Catskill/Delaware,107.79,122.9,0.009,9.0,
12/24/2021,Ashokan,Catskill/Delaware,107.49,122.9,0.008,8.0,
12/25/2021,Ashokan,Catskill/Delaware,107.18,122.9,0.009,9.0,
12/26/2021,Ashokan,Catskill/Delaware,106.89,122.9,0.01,10.0,
12/27/2021,Ashokan,Catskill/Delaware,106.74,122.9,0.01,10.0,
12/28/2021,Ashokan,Catskill/Delaware,106.97,122.9,0.013,13.0,
12/29/2021,Ashokan,Catskill/Delaware,106.99,122.9,0.013,13.0,
12/30/2021,Ashokan,Catskill/Delaware,106.71,122.9,0.009,9.0,
12/31/2021,Ashokan,Catskill/Delaware,106.37,122.9,0.008,8.0,
01/02/2022,Ashokan,Catskill/Delaware,105.9,122.9,0.008,8.0,
01/03/2022,Ashokan,Catskill/Delaware,105.54,122.9,0.008,8.0,
01/04/2022,Ashokan,Catskill/Delaware,105.2,122.9,0.015,15.0,
01/05/2022,Ashokan,Catskill/Delaware,104.94,122.9,0.015,15.0,
01/06/2022,Ashokan,Catskill/Delaware,104.72,122.9,0.009,9.0,
01/07/2022,Ashokan,Catskill/Delaware,104.45,122.9,0.008,8.0,
01/08/2022,Ashokan,Catskill/Delaware,104.2,122.9,0.008,8.0,
01/09/2022,Ashokan,Catskill/Delaware,104.05,122.9,0.01,10.0,
01/10/2022,Ashokan,Catskill/Delaware,103.74,122.9,0.01,10.0,
01/11/2022,Ashokan,Catskill/Delaware,103.35,122.9,0.008,8.0,
01/12/2022,Ashokan,Catskill/Delaware,103.13,122.9,0.009,9.0,
01/13/2022,Ashokan,Catskill/Delaware,102.91,122.9,0.009,9.0,
01/14/2022,Ashokan,Catskill/Delaware,102.61,122.9,0.009,9.0,
01/15/2022,Ashokan,Catskill/Delaware,102.23,122.9,0.009,9.0,
01/16/2022,Ashokan,Catskill/Delaware,102.16,122.9,0.009,9.0,
01/17/2022,Ashokan,Catskill/Delaware,101.91,122.9,0.01,10.0,
01/18/2022,Ashokan,Catskill/Delaware,101.61,122.9,0.01,10.0,
01/19/2022,Ashokan,Catskill/Delaware,101.31,122.9,0.01,10.0,
01/20/2022,Ashokan,Catskill/Delaware,100.99,122.9,0.01,10.0,
01/21/2022,Ashokan,Catskill/Delaware,100.62,122.9,0.01,10.0,
01/22/2022,Ashokan,Catskill/Delaware,100.28,122.9,0.009,9.0,
01/23/2022,Ashokan,Catskill/Delaware,99.96,122.9,0.01,10.0,
01/24/2022,Ashokan,Catskill/Delaware,99.64,122.9,0.01,10.0,
01/25/2022,Ashokan,Catskill/Delaware,99.29,122.9,0.011,11.0,
01/26/2022,Ashokan,Catskill/Delaware,98.94,122.9,0.011,11.0,
01/27/2022,Ashokan,Catskill/Delaware,98.57,122.9,0.011,11.0,
01/28/2022,Ashokan,Catskill/Delaware,98.23,122.9,0.011,11.0,
01/29/2022,Ashokan,Catskill/Delaware,97.83,122.9,0.012,12.0,
01/30/2022,Ashokan,Catskill/Delaware,97.49,122.9,0.012,12.0,
01/31/2022,Ashokan,Catskill/Delaware,97.13,122.9,0.011,11.0,
02/01/2022,Ashokan,Catskill/Delaware,96.79,122.9,0.011,11.0,
02/02/2022,Ashokan,Catskill/Delaware,96.54,122.9,0.012,12.0,
02/03/2022,Ashokan,Catskill/Delaware,97.04,122.9,0.012,12.0,
02/04/2022,Ashokan,Catskill/Delaware,97.62,122.9,0.012,12.0,
02/05/2022,Ashokan,Catskill/Delaware,97.63,122.9,0.012,12.0,
02/06/2022,Ashokan,Catskill/Delaware,97.6,122.9,0.012,12.0,
02/07/2022,Ashokan,Catskill/Delaware,97.56,122.9,0.012,12.0,
02/08/2022,Ashokan,Catskill/Delaware,97.56,122.9,0.012,12.0,
02/09/2022,Ashokan,Catskill/Delaware,97.71,122.9,0.012,12.0,
02/10/2022,Ashokan,Catskill/Delaware,97.83,122.9,0.011,11.0,
02/11/2022,Ashokan,Catskill/Delaware,97.92,122.9,0.011,11.0,
02/12/2022,Ashokan,Catskill/Delaware,98.21,122.9,0.011,11.0,
02/13/2022,Ashokan,Catskill/Delaware,98.41,122.9,0.011,11.0,
02/14/2022,Ashokan,Catskill/Delaware,98.64,122.9,0.01,10.0,
02/15/2022,Ashokan,Catskill/Delaware,98.81,122.9,0.01,10.0,
02/16/2022,Ashokan,Catskill/Delaware,99.04,122.9,0.011,11.0,
02/17/2022,Ashokan,Catskill/Delaware,100.46,122.9,0.011,11.0,
02/18/2022,Ashokan,Catskill/Delaware,102.44,122.9,0.011,11.0,
02/19/2022,Ashokan,Catskill/Delaware,103.29,122.9,0.01,10.0,
02/20/2022,Ashokan,Catskill/Delaware,103.78,122.9,0.01,10.0,
02/21/2022,Ashokan,Catskill/Delaware,104.14,122.9,0.01,10.0,
02/22/2022,Ashokan,Catskill/Delaware,105.68,122.9,0.012,12.0,
02/23/2022,Ashokan,Catskill/Delaware,107.05,122.9,0.012,12.0,
02/24/2022,Ashokan,Catskill/Delaware,107.95,122.9,0.011,11.0,
02/25/2022,Ashokan,Catskill/Delaware,108.54,122.9,0.01,10.0,
02/26/2022,Ashokan,Catskill/Delaware,108.88,122.9,0.01,10.0,
02/27/2022,Ashokan,Catskill/Delaware,109.16,122.9,0.01,10.0,
02/28/2022,Ashokan,Catskill/Delaware,109.29,122.9,0.01,10.0,
02/01/2019,Schoharie,Catskill/Delaware,16.81,91.2,0.0483,48.3,
02/02/2019,Schoharie,Catskill/Delaware,16.82,91.2,0.0646,64.6,
02/03/2019,Schoharie,Catskill/Delaware,16.84,91.2,0.0681,68.1,
02/04/2019,Schoharie,Catskill/Delaware,16.93,91.2,0.0625,62.5,
02/05/2019,Schoharie,Catskill/Delaware,17.16,91.2,0.0575,57.5,
02/06/2019,Schoharie,Catskill/Delaware,17.25,91.2,0.0494,49.4,
02/07/2019,Schoharie,Catskill/Delaware,17.41,91.2,0.0208,20.8,
02/08/2019,Schoharie,Catskill/Delaware,17.4,91.2,0.0053,5.3,
02/09/2019,Schoharie,Catskill/Delaware,17.15,91.2,0.0015,1.5,
02/10/2019,Schoharie,Catskill/Delaware,17.08,91.2,0.0012,1.2,
02/11/2019,Schoharie,Catskill/Delaware,17,91.2,0.0012,1.2,
02/12/2019,Schoharie,Catskill/Delaware,16.95,91.2,0.0012,1.2,
02/13/2019,Schoharie,Catskill/Delaware,16.94,91.2,0.0012,1.2,
02/14/2019,Schoharie,Catskill/Delaware,16.92,91.2,0.0126,12.6,
02/15/2019,Schoharie,Catskill/Delaware,16.95,91.2,0.0242,24.2,
02/16/2019,Schoharie,Catskill/Delaware,16.88,91.2,0.0366,36.6,
02/17/2019,Schoharie,Catskill/Delaware,16.87,91.2,0.0539,53.9,
02/18/2019,Schoharie,Catskill/Delaware,16.81,91.2,0.0618,61.8,
02/19/2019,Schoharie,Catskill/Delaware,16.78,91.2,0.0646,64.6,
02/20/2019,Schoharie,Catskill/Delaware,16.79,91.2,0.0649,64.9,
02/21/2019,Schoharie,Catskill/Delaware,16.8,91.2,0.0765,76.5,
02/22/2019,Schoharie,Catskill/Delaware,16.77,91.2,0.0865,86.5,
02/23/2019,Schoharie,Catskill/Delaware,16.77,91.2,0.0894,89.4,
02/24/2019,Schoharie,Catskill/Delaware,16.88,91.2,0.0902,90.2,
02/25/2019,Schoharie,Catskill/Delaware,16.81,91.2,0.0898,89.8,
02/26/2019,Schoharie,Catskill/Delaware,16.74,91.2,0.0893,89.3,
02/27/2019,Schoharie,Catskill/Delaware,16.75,91.2,0.0902,90.2,
02/28/2019,Schoharie,Catskill/Delaware,16.73,91.2,0.0966,96.6,
03/01/2019,Schoharie,Catskill/Delaware,16.74,91.2,0.0983,98.3,
03/02/2019,Schoharie,Catskill/Delaware,16.74,91.2,0.101,101.0,
03/03/2019,Schoharie,Catskill/Delaware,16.74,91.2,0.0979,97.9,
03/04/2019,Schoharie,Catskill/Delaware,16.77,91.2,0.0979,97.9,
03/05/2019,Schoharie,Catskill/Delaware,16.77,91.2,0,0.0,
03/06/2019,Schoharie,Catskill/Delaware,16.76,91.2,0,0.0,
03/07/2019,Schoharie,Catskill/Delaware,16.75,91.2,0,0.0,
03/08/2019,Schoharie,Catskill/Delaware,16.76,91.2,0,0.0,
03/09/2019,Schoharie,Catskill/Delaware,16.78,91.2,0,0.0,
03/10/2019,Schoharie,Catskill/Delaware,16.78,91.2,0.0007,0.7,
03/11/2019,Schoharie,Catskill/Delaware,16.79,91.2,0.0008,0.8,
03/12/2019,Schoharie,Catskill/Delaware,16.77,91.2,0,0.0,
03/13/2019,Schoharie,Catskill/Delaware,16.79,91.2,0,0.0,
03/14/2019,Schoharie,Catskill/Delaware,16.9,91.2,0,0.0,
03/15/2019,Schoharie,Catskill/Delaware,17.17,91.2,0,0.0,
03/16/2019,Schoharie,Catskill/Delaware,17.02,91.2,0,0.0,
03/17/2019,Schoharie,Catskill/Delaware,16.93,91.2,0,0.0,
03/18/2019,Schoharie,Catskill/Delaware,16.9,91.2,0,0.0,
03/19/2019,Schoharie,Catskill/Delaware,16.87,91.2,0,0.0,
03/20/2019,Schoharie,Catskill/Delaware,16.85,91.2,0.0113,11.3,
03/21/2019,Schoharie,Catskill/Delaware,17.15,91.2,0.0274,27.4,
03/22/2019,Schoharie,Catskill/Delaware,17.57,91.2,0.0279,27.9,
03/23/2019,Schoharie,Catskill/Delaware,17.94,91.2,0.005,5.0,
03/24/2019,Schoharie,Catskill/Delaware,18.28,91.2,0.0006,0.6,
03/25/2019,Schoharie,Catskill/Delaware,18.37,91.2,0.1274,127.4,
03/26/2019,Schoharie,Catskill/Delaware,18.41,91.2,0.0752,75.2,
03/27/2019,Schoharie,Catskill/Delaware,18.41,91.2,0.0029,2.9,
03/28/2019,Schoharie,Catskill/Delaware,18.44,91.2,0.0016,1.6,
03/29/2019,Schoharie,Catskill/Delaware,18.44,91.2,0.0474,47.4,
03/30/2019,Schoharie,Catskill/Delaware,18.45,91.2,0.2233,223.3,
03/31/2019,Schoharie,Catskill/Delaware,18.47,91.2,0.2471,247.1,
04/01/2019,Schoharie,Catskill/Delaware,18.43,91.2,0.2461,246.1,
04/02/2019,Schoharie,Catskill/Delaware,18.41,91.2,0.245,245.0,
04/03/2019,Schoharie,Catskill/Delaware,18.38,91.2,0.2446,244.6,
04/04/2019,Schoharie,Catskill/Delaware,18.38,91.2,0.2443,244.3,
04/05/2019,Schoharie,Catskill/Delaware,18.39,91.2,0.2451,245.1,
04/06/2019,Schoharie,Catskill/Delaware,18.39,91.2,0.246,246.0,
04/07/2019,Schoharie,Catskill/Delaware,18.4,91.2,0.2459,245.9,
04/08/2019,Schoharie,Catskill/Delaware,18.45,91.2,0.2474,247.4,
04/09/2019,Schoharie,Catskill/Delaware,18.48,91.2,0.2481,248.1,
04/10/2019,Schoharie,Catskill/Delaware,18.43,91.2,0.248,248.0,
04/11/2019,Schoharie,Catskill/Delaware,18.41,91.2,0.2468,246.8,
04/12/2019,Schoharie,Catskill/Delaware,18.43,91.2,0.2482,248.2,
04/13/2019,Schoharie,Catskill/Delaware,18.46,91.2,0.2483,248.3,
04/14/2019,Schoharie,Catskill/Delaware,19.11,91.2,0.2652,265.2,
04/15/2019,Schoharie,Catskill/Delaware,18.72,91.2,0.0717,71.7,
04/16/2019,Schoharie,Catskill/Delaware,18.61,91.2,0.0097,9.7,
04/17/2019,Schoharie,Catskill/Delaware,18.53,91.2,0.0008,0.8,
04/18/2019,Schoharie,Catskill/Delaware,18.51,91.2,0,0.0,
04/19/2019,Schoharie,Catskill/Delaware,18.6,91.2,0,0.0,
04/20/2019,Schoharie,Catskill/Delaware,18.71,91.2,0.0245,24.5,
04/21/2019,Schoharie,Catskill/Delaware,18.6,91.2,0.008,8.0,
04/22/2019,Schoharie,Catskill/Delaware,18.55,91.2,0.0009,0.9,
04/23/2019,Schoharie,Catskill/Delaware,18.53,91.2,0,0.0,
04/24/2019,Schoharie,Catskill/Delaware,18.5,91.2,0,0.0,
04/25/2019,Schoharie,Catskill/Delaware,18.49,91.2,0,0.0,
04/26/2019,Schoharie,Catskill/Delaware,18.57,91.2,0,0.0,
04/27/2019,Schoharie,Catskill/Delaware,18.55,91.2,0,0.0,
04/28/2019,Schoharie,Catskill/Delaware,18.52,91.2,0,0.0,
04/29/2019,Schoharie,Catskill/Delaware,18.52,91.2,0,0.0,
04/30/2019,Schoharie,Catskill/Delaware,18.52,91.2,0,0.0,
05/01/2019,Schoharie,Catskill/Delaware,18.5,91.2,0,0.0,
05/02/2019,Schoharie,Catskill/Delaware,18.49,91.2,0,0.0,
05/03/2019,Schoharie,Catskill/Delaware,18.53,91.2,0,0.0,
05/04/2019,Schoharie,Catskill/Delaware,18.53,91.2,0,0.0,
05/05/2019,Schoharie,Catskill/Delaware,18.53,91.2,0,0.0,
05/06/2019,Schoharie,Catskill/Delaware,18.52,91.2,0,0.0,
05/07/2019,Schoharie,Catskill/Delaware,18.51,91.2,0,0.0,
05/08/2019,Schoharie,Catskill/Delaware,18.49,91.2,0,0.0,
05/09/2019,Schoharie,Catskill/Delaware,18.47,91.2,0,0.0,
05/10/2019,Schoharie,Catskill/Delaware,18.49,91.2,0,0.0,
05/11/2019,Schoharie,Catskill/Delaware,18.48,91.2,0,0.0,
05/12/2019,Schoharie,Catskill/Delaware,18.59,91.2,0,0.0,
05/13/2019,Schoharie,Catskill/Delaware,18.71,91.2,0,0.0,
05/14/2019,Schoharie,Catskill/Delaware,18.64,91.2,0,0.0,
05/15/2019,Schoharie,Catskill/Delaware,18.58,91.2,0,0.0,
05/16/2019,Schoharie,Catskill/Delaware,18.56,91.2,0,0.0,
05/17/2019,Schoharie,Catskill/Delaware,18.53,91.2,0,0.0,
05/18/2019,Schoharie,Catskill/Delaware,18.51,91.2,0,0.0,
05/19/2019,Schoharie,Catskill/Delaware,18.55,91.2,0.0003,0.3,
05/20/2019,Schoharie,Catskill/Delaware,18.5,91.2,0,0.0,
05/21/2019,Schoharie,Catskill/Delaware,18.48,91.2,0,0.0,
05/22/2019,Schoharie,Catskill/Delaware,18.47,91.2,0,0.0,
05/23/2019,Schoharie,Catskill/Delaware,18.47,91.2,0,0.0,
05/24/2019,Schoharie,Catskill/Delaware,18.44,91.2,0,0.0,
05/25/2019,Schoharie,Catskill/Delaware,18.43,91.2,0,0.0,
05/26/2019,Schoharie,Catskill/Delaware,18.43,91.2,0,0.0,
05/27/2019,Schoharie,Catskill/Delaware,18.42,91.2,0,0.0,
05/28/2019,Schoharie,Catskill/Delaware,18.44,91.2,0,0.0,
05/29/2019,Schoharie,Catskill/Delaware,18.42,91.2,0.0253,25.3,
05/30/2019,Schoharie,Catskill/Delaware,18.41,91.2,0.0654,65.4,
05/31/2019,Schoharie,Catskill/Delaware,18.34,91.2,0.1202,120.2,
06/01/2019,Schoharie,Catskill/Delaware,18.27,91.2,0.2538,253.8,
06/02/2019,Schoharie,Catskill/Delaware,18.32,91.2,0.1635,163.5,
06/03/2019,Schoharie,Catskill/Delaware,18.35,91.2,0.0951,95.1,
06/04/2019,Schoharie,Catskill/Delaware,18.35,91.2,0.1039,103.9,
06/05/2019,Schoharie,Catskill/Delaware,18.4,91.2,0.0992,99.2,
06/06/2019,Schoharie,Catskill/Delaware,18.38,91.2,0.1021,102.1,
06/07/2019,Schoharie,Catskill/Delaware,18.36,91.2,0.1132,113.2,
06/08/2019,Schoharie,Catskill/Delaware,18.33,91.2,0.1199,119.9,
06/09/2019,Schoharie,Catskill/Delaware,18.32,91.2,0.1208,120.8,
06/10/2019,Schoharie,Catskill/Delaware,18.4,91.2,0.1214,121.4,
06/11/2019,Schoharie,Catskill/Delaware,18.39,91.2,0.1208,120.8,
06/12/2019,Schoharie,Catskill/Delaware,18.37,91.2,0.1193,119.3,
06/13/2019,Schoharie,Catskill/Delaware,18.38,91.2,0.12,120.0,
06/14/2019,Schoharie,Catskill/Delaware,18.36,91.2,0.1209,120.9,
06/15/2019,Schoharie,Catskill/Delaware,18.35,91.2,0.1201,120.1,
06/16/2019,Schoharie,Catskill/Delaware,18.42,91.2,0.1223,122.3,
06/17/2019,Schoharie,Catskill/Delaware,18.39,91.2,0.1194,119.4,
06/18/2019,Schoharie,Catskill/Delaware,18.39,91.2,0.1216,121.6,
06/19/2019,Schoharie,Catskill/Delaware,18.39,91.2,0.1117,111.7,
06/20/2019,Schoharie,Catskill/Delaware,18.41,91.2,0.1093,109.3,
06/21/2019,Schoharie,Catskill/Delaware,18.43,91.2,0.0917,91.7,
06/22/2019,Schoharie,Catskill/Delaware,18.39,91.2,0.0842,84.2,
06/23/2019,Schoharie,Catskill/Delaware,18.38,91.2,0.084,84.0,
06/24/2019,Schoharie,Catskill/Delaware,18.4,91.2,0.0839,83.9,
06/25/2019,Schoharie,Catskill/Delaware,18.42,91.2,0.0864,86.4,
06/26/2019,Schoharie,Catskill/Delaware,18.4,91.2,0.0555,55.5,
06/27/2019,Schoharie,Catskill/Delaware,18.38,91.2,0.0823,82.3,
06/28/2019,Schoharie,Catskill/Delaware,18.37,91.2,0.0916,91.6,
06/29/2019,Schoharie,Catskill/Delaware,18.37,91.2,0.0912,91.2,
06/30/2019,Schoharie,Catskill/Delaware,18.35,91.2,0.0963,96.3,
07/01/2019,Schoharie,Catskill/Delaware,18.34,91.2,0.1062,106.2,
07/02/2019,Schoharie,Catskill/Delaware,18.32,91.2,0.1136,113.6,
07/03/2019,Schoharie,Catskill/Delaware,18.3,91.2,0.1241,124.1,
07/04/2019,Schoharie,Catskill/Delaware,18.26,91.2,0.1238,123.8,
07/05/2019,Schoharie,Catskill/Delaware,18.21,91.2,0.1252,125.2,
07/06/2019,Schoharie,Catskill/Delaware,18.16,91.2,0.128,128.0,
07/07/2019,Schoharie,Catskill/Delaware,18.11,91.2,0.1259,125.9,
07/08/2019,Schoharie,Catskill/Delaware,18.07,91.2,0.1347,134.7,
07/09/2019,Schoharie,Catskill/Delaware,17.99,91.2,0.1309,130.9,
07/10/2019,Schoharie,Catskill/Delaware,17.91,91.2,0.1372,137.2,
07/11/2019,Schoharie,Catskill/Delaware,17.84,91.2,0.1427,142.7,
07/12/2019,Schoharie,Catskill/Delaware,17.72,91.2,0.16,160.0,
07/13/2019,Schoharie,Catskill/Delaware,17.54,91.2,0.2325,232.5,
07/14/2019,Schoharie,Catskill/Delaware,17.35,91.2,0.2209,220.9,
07/15/2019,Schoharie,Catskill/Delaware,17.2,91.2,0.1543,154.3,
07/16/2019,Schoharie,Catskill/Delaware,17.07,91.2,0.1702,170.2,
07/17/2019,Schoharie,Catskill/Delaware,16.95,91.2,0.1694,169.4,
07/18/2019,Schoharie,Catskill/Delaware,16.85,91.2,0.167,167.0,
07/19/2019,Schoharie,Catskill/Delaware,16.72,91.2,0.1682,168.2,
07/20/2019,Schoharie,Catskill/Delaware,16.6,91.2,0.1695,169.5,
07/21/2019,Schoharie,Catskill/Delaware,16.3,91.2,0.1654,165.4,
07/22/2019,Schoharie,Catskill/Delaware,16.45,91.2,0.1608,160.8,
07/23/2019,Schoharie,Catskill/Delaware,16.79,91.2,0.1584,158.4,
07/24/2019,Schoharie,Catskill/Delaware,16.52,91.2,0.151,151.0,
07/25/2019,Schoharie,Catskill/Delaware,16.45,91.2,0.1484,148.4,
07/26/2019,Schoharie,Catskill/Delaware,16.38,91.2,0.152,152.0,
07/27/2019,Schoharie,Catskill/Delaware,16.29,91.2,0.1489,148.9,
07/28/2019,Schoharie,Catskill/Delaware,16.19,91.2,0.1483,148.3,
07/29/2019,Schoharie,Catskill/Delaware,16.06,91.2,0.1509,150.9,
07/30/2019,Schoharie,Catskill/Delaware,15.97,91.2,0.1535,153.5,
07/31/2019,Schoharie,Catskill/Delaware,15.85,91.2,0.1522,152.2,
08/01/2019,Schoharie,Catskill/Delaware,15.74,91.2,0.1499,149.9,
08/02/2019,Schoharie,Catskill/Delaware,15.63,91.2,0.1554,155.4,
08/03/2019,Schoharie,Catskill/Delaware,15.53,91.2,0.1609,160.9,
08/04/2019,Schoharie,Catskill/Delaware,15.43,91.2,0.1529,152.9,
08/05/2019,Schoharie,Catskill/Delaware,15.3,91.2,0.1484,148.4,
08/06/2019,Schoharie,Catskill/Delaware,15.21,91.2,0.1523,152.3,
08/07/2019,Schoharie,Catskill/Delaware,15.13,91.2,0.1517,151.7,
08/08/2019,Schoharie,Catskill/Delaware,15.03,91.2,0.147,147.0,
08/09/2019,Schoharie,Catskill/Delaware,14.93,91.2,0.1515,151.5,
08/10/2019,Schoharie,Catskill/Delaware,14.81,91.2,0.1552,155.2,
08/11/2019,Schoharie,Catskill/Delaware,14.69,91.2,0.1535,153.5,
08/12/2019,Schoharie,Catskill/Delaware,14.56,91.2,0.1523,152.3,
08/13/2019,Schoharie,Catskill/Delaware,14.44,91.2,0.1519,151.9,
08/14/2019,Schoharie,Catskill/Delaware,14.32,91.2,0.15,150.0,
08/15/2019,Schoharie,Catskill/Delaware,14.2,91.2,0.1522,152.2,
