Date,Reservoirs,Watershed,Storage (BG),Capacity (BG),Outflow (BGD),Outflow (MGD),
01/15/2020,Ashokan,Catskill/Delaware,113.1,122.9,0.303,303.0,
01/16/2020,Ashokan,Catskill/Delaware,113.37,122.9,0.213,213.0,
01/17/2020,Ashokan,Catskill/Delaware,113.58,122.9,0.125,125.0,
01/18/2020,Ashokan,Catskill/Delaware,113.87,122.9,0.088,88.0,
01/19/2020,Ashokan,Catskill/Delaware,114.01,122.9,0.085,85.0,
01/20/2020,Ashokan,Catskill/Delaware,114.16,122.9,0.085,85.0,
01/21/2020,Ashokan,Catskill/Delaware,114.31,122.9,0.084,84.0,
01/22/2020,Ashokan,Catskill/Delaware,114.53,122.9,0.079,79.0,
01/23/2020,Ashokan,Catskill/Delaware,114.84,122.9,0.022,22.0,
01/24/2020,Ashokan,Catskill/Delaware,114.91,122.9,0.011,11.0,
01/25/2020,Ashokan,Catskill/Delaware,115.48,122.9,0.012,12.0,
01/26/2020,Ashokan,Catskill/Delaware,115.48,122.9,0.012,12.0,
01/27/2020,Ashokan,Catskill/Delaware,115.61,122.9,0.012,12.0,
01/28/2020,Ashokan,Catskill/Delaware,115.77,122.9,0.012,12.0,
01/29/2020,Ashokan,Catskill/Delaware,115.91,122.9,0.012,12.0,
01/30/2020,Ashokan,Catskill/Delaware,115.97,122.9,0.011,11.0,
01/31/2020,Ashokan,Catskill/Delaware,115.93,122.9,0.011,11.0,
02/01/2020,Ashokan,Catskill/Delaware,115.73,122.9,0.011,11.0,
02/02/2020,Ashokan,Catskill/Delaware,115.48,122.9,0.01,10.0,
02/03/2020,Ashokan,Catskill/Delaware,115.24,122.9,0.01,10.0,
02/04/2020,Ashokan,Catskill/Delaware,114.99,122.9,0.01,10.0,
02/05/2020,Ashokan,Catskill/Delaware,114.77,122.9,0.01,10.0,
02/06/2020,Ashokan,Catskill/Delaware,114.68,122.9,0.01,10.0,
02/07/2020,Ashokan,Catskill/Delaware,114.97,122.9,0.01,10.0,
02/08/2020,Ashokan,Catskill/Delaware,114.84,122.9,0.01,10.0,
02/09/2020,Ashokan,Catskill/Delaware,114.8,122.9,0.009,9.0,
02/10/2020,Ashokan,Catskill/Delaware,114.75,122.9,0.01,10.0,
02/11/2020,Ashokan,Catskill/Delaware,114.64,122.9,0.01,10.0,
02/12/2020,Ashokan,Catskill/Delaware,114.56,122.9,0.01,10.0,
02/13/2020,Ashokan,Catskill/Delaware,114.48,122.9,0.01,10.0,
02/14/2020,Ashokan,Catskill/Delaware,114.2,122.9,0.01,10.0,
02/15/2020,Ashokan,Catskill/Delaware,113.99,122.9,0.009,9.0,
02/16/2020,Ashokan,Catskill/Delaware,113.7,122.9,0.009,9.0,
02/17/2020,Ashokan,Catskill/Delaware,113.4,122.9,0.009,9.0,
02/18/2020,Ashokan,Catskill/Delaware,113.27,122.9,0.01,10.0,
02/19/2020,Ashokan,Catskill/Delaware,113.05,122.9,0.01,10.0,
02/20/2020,Ashokan,Catskill/Delaware,112.83,122.9,0.01,10.0,
02/21/2020,Ashokan,Catskill/Delaware,112.61,122.9,0.009,9.0,
02/22/2020,Ashokan,Catskill/Delaware,112.41,122.9,0.009,9.0,
02/23/2020,Ashokan,Catskill/Delaware,112.18,122.9,0.009,9.0,
02/24/2020,Ashokan,Catskill/Delaware,111.97,122.9,0.009,9.0,
02/25/2020,Ashokan,Catskill/Delaware,111.79,122.9,0.009,9.0,
02/26/2020,Ashokan,Catskill/Delaware,111.86,122.9,0.01,10.0,
02/27/2020,Ashokan,Catskill/Delaware,112.21,122.9,0.01,10.0,
02/28/2020,Ashokan,Catskill/Delaware,112.33,122.9,0.01,10.0,
02/29/2020,Ashokan,Catskill/Delaware,112.32,122.9,0.01,10.0,
03/01/2020,Ashokan,Catskill/Delaware,112.32,122.9,0.011,11.0,
03/02/2020,Ashokan,Catskill/Delaware,112.24,122.9,0.011,11.0,
03/03/2020,Ashokan,Catskill/Delaware,112.37,122.9,0.011,11.0,
03/04/2020,Ashokan,Catskill/Delaware,112.33,122.9,0.012,12.0,
03/05/2020,Ashokan,Catskill/Delaware,112.29,122.9,0.012,12.0,
03/06/2020,Ashokan,Catskill/Delaware,112.25,122.9,0.013,13.0,
03/07/2020,Ashokan,Catskill/Delaware,112.14,122.9,0.013,13.0,
03/08/2020,Ashokan,Catskill/Delaware,112.01,122.9,0.014,14.0,
03/09/2020,Ashokan,Catskill/Delaware,111.88,122.9,0.014,14.0,
03/10/2020,Ashokan,Catskill/Delaware,111.78,122.9,0.016,16.0,
03/11/2020,Ashokan,Catskill/Delaware,111.64,122.9,0.016,16.0,
03/12/2020,Ashokan,Catskill/Delaware,111.68,122.9,0.017,17.0,
03/13/2020,Ashokan,Catskill/Delaware,111.99,122.9,0.019,19.0,
03/14/2020,Ashokan,Catskill/Delaware,112.16,122.9,0.019,19.0,
03/15/2020,Ashokan,Catskill/Delaware,112.21,122.9,0.017,17.0,
03/16/2020,Ashokan,Catskill/Delaware,112.2,122.9,0.017,17.0,
03/17/2020,Ashokan,Catskill/Delaware,112.16,122.9,0.018,18.0,
03/18/2020,Ashokan,Catskill/Delaware,112.25,122.9,0.018,18.0,
03/19/2020,Ashokan,Catskill/Delaware,112.34,122.9,0.017,17.0,
03/20/2020,Ashokan,Catskill/Delaware,112.65,122.9,0.018,18.0,
03/21/2020,Ashokan,Catskill/Delaware,112.88,122.9,0.018,18.0,
03/22/2020,Ashokan,Catskill/Delaware,113.12,122.9,0.016,16.0,
03/23/2020,Ashokan,Catskill/Delaware,113.52,122.9,0.017,17.0,
03/24/2020,Ashokan,Catskill/Delaware,113.82,122.9,0.017,17.0,
03/25/2020,Ashokan,Catskill/Delaware,114.34,122.9,0.016,16.0,
03/26/2020,Ashokan,Catskill/Delaware,114.77,122.9,0.016,16.0,
03/27/2020,Ashokan,Catskill/Delaware,115.01,122.9,0.017,17.0,
03/28/2020,Ashokan,Catskill/Delaware,115.53,122.9,0.018,18.0,
03/29/2020,Ashokan,Catskill/Delaware,116.25,122.9,0.018,18.0,
03/30/2020,Ashokan,Catskill/Delaware,117.1,122.9,0.018,18.0,
03/31/2020,Ashokan,Catskill/Delaware,117.84,122.9,0.018,18.0,
04/01/2020,Ashokan,Catskill/Delaware,118.41,122.9,0.018,18.0,
04/02/2020,Ashokan,Catskill/Delaware,118.91,122.9,0.019,19.0,
04/03/2020,Ashokan,Catskill/Delaware,119.33,122.9,0.02,20.0,
04/04/2020,Ashokan,Catskill/Delaware,119.56,122.9,0.02,20.0,
04/05/2020,Ashokan,Catskill/Delaware,119.96,122.9,0.019,19.0,
04/06/2020,Ashokan,Catskill/Delaware,120.12,122.9,0.019,19.0,
04/07/2020,Ashokan,Catskill/Delaware,120.29,122.9,0.019,19.0,
04/08/2020,Ashokan,Catskill/Delaware,120.33,122.9,0.088,88.0,
04/09/2020,Ashokan,Catskill/Delaware,120.66,122.9,0.191,191.0,
04/10/2020,Ashokan,Catskill/Delaware,120.71,122.9,0.281,281.0,
04/11/2020,Ashokan,Catskill/Delaware,120.6,122.9,0.297,297.0,
04/12/2020,Ashokan,Catskill/Delaware,120.75,122.9,0.3,300.0,
04/13/2020,Ashokan,Catskill/Delaware,125.49,122.9,0.3,300.0,
04/14/2020,Ashokan,Catskill/Delaware,126.54,122.9,0.169,169.0,
04/15/2020,Ashokan,Catskill/Delaware,126.11,122.9,0.007,7.0,
04/16/2020,Ashokan,Catskill/Delaware,125.7,122.9,0.006,6.0,
04/17/2020,Ashokan,Catskill/Delaware,125.54,122.9,0.006,6.0,
04/18/2020,Ashokan,Catskill/Delaware,125.38,122.9,0.006,6.0,
04/19/2020,Ashokan,Catskill/Delaware,125.18,122.9,0.073,73.0,
04/20/2020,Ashokan,Catskill/Delaware,124.95,122.9,0.197,197.0,
04/21/2020,Ashokan,Catskill/Delaware,124.77,122.9,0.302,302.0,
04/22/2020,Ashokan,Catskill/Delaware,124.44,122.9,0.372,372.0,
04/23/2020,Ashokan,Catskill/Delaware,124.31,122.9,0.404,404.0,
04/24/2020,Ashokan,Catskill/Delaware,124.24,122.9,0.404,404.0,
04/25/2020,Ashokan,Catskill/Delaware,124.15,122.9,0.401,401.0,
04/26/2020,Ashokan,Catskill/Delaware,124.19,122.9,0.395,395.0,
04/27/2020,Ashokan,Catskill/Delaware,123.98,122.9,0.574,574.0,
04/28/2020,Ashokan,Catskill/Delaware,123.74,122.9,0.583,583.0,
04/29/2020,Ashokan,Catskill/Delaware,123.49,122.9,0.6,600.0,
04/30/2020,Ashokan,Catskill/Delaware,125.9,122.9,0.6,600.0,
05/01/2020,Ashokan,Catskill/Delaware,128.07,122.9,0.588,588.0,
05/02/2020,Ashokan,Catskill/Delaware,126.93,122.9,0.006,6.0,
05/03/2020,Ashokan,Catskill/Delaware,126.15,122.9,0.005,5.0,
05/04/2020,Ashokan,Catskill/Delaware,125.68,122.9,0.012,12.0,
05/05/2020,Ashokan,Catskill/Delaware,125.37,122.9,0.012,12.0,
05/06/2020,Ashokan,Catskill/Delaware,125.13,122.9,0.016,16.0,
05/07/2020,Ashokan,Catskill/Delaware,124.82,122.9,0.243,243.0,
05/08/2020,Ashokan,Catskill/Delaware,124.29,122.9,0.423,423.0,
05/09/2020,Ashokan,Catskill/Delaware,123.87,122.9,0.447,447.0,
05/10/2020,Ashokan,Catskill/Delaware,123.52,122.9,0.447,447.0,
05/11/2020,Ashokan,Catskill/Delaware,123.33,122.9,0.442,442.0,
05/12/2020,Ashokan,Catskill/Delaware,123.16,122.9,0.417,417.0,
05/13/2020,Ashokan,Catskill/Delaware,122.96,122.9,0.41,410.0,
05/14/2020,Ashokan,Catskill/Delaware,122.88,122.9,0.324,324.0,
05/15/2020,Ashokan,Catskill/Delaware,122.9,122.9,0.074,74.0,
05/16/2020,Ashokan,Catskill/Delaware,122.87,122.9,0.015,15.0,
05/17/2020,Ashokan,Catskill/Delaware,122.84,122.9,0.015,15.0,
05/18/2020,Ashokan,Catskill/Delaware,122.74,122.9,0.016,16.0,
05/19/2020,Ashokan,Catskill/Delaware,122.68,122.9,0.016,16.0,
05/20/2020,Ashokan,Catskill/Delaware,122.59,122.9,0.015,15.0,
05/21/2020,Ashokan,Catskill/Delaware,122.47,122.9,0.015,15.0,
05/22/2020,Ashokan,Catskill/Delaware,122.43,122.9,0.015,15.0,
05/23/2020,Ashokan,Catskill/Delaware,122.41,122.9,0.015,15.0,
05/24/2020,Ashokan,Catskill/Delaware,122.32,122.9,0.015,15.0,
05/25/2020,Ashokan,Catskill/Delaware,122.23,122.9,0.015,15.0,
05/26/2020,Ashokan,Catskill/Delaware,122.19,122.9,0.015,15.0,
05/27/2020,Ashokan,Catskill/Delaware,122.12,122.9,0.031,31.0,
05/28/2020,Ashokan,Catskill/Delaware,122.13,122.9,0.031,31.0,
05/29/2020,Ashokan,Catskill/Delaware,122.03,122.9,0.019,19.0,
05/30/2020,Ashokan,Catskill/Delaware,121.79,122.9,0.019,19.0,
05/31/2020,Ashokan,Catskill/Delaware,121.61,122.9,0.018,18.0,
06/01/2020,Ashokan,Catskill/Delaware,121.39,122.9,0.018,18.0,
06/02/2020,Ashokan,Catskill/Delaware,121.27,122.9,0.017,17.0,
06/03/2020,Ashokan,Catskill/Delaware,121.09,122.9,0.017,17.0,
06/04/2020,Ashokan,Catskill/Delaware,120.81,122.9,0.017,17.0,
06/05/2020,Ashokan,Catskill/Delaware,120.59,122.9,0.017,17.0,
06/06/2020,Ashokan,Catskill/Delaware,120.31,122.9,0.018,18.0,
06/07/2020,Ashokan,Catskill/Delaware,119.97,122.9,0.019,19.0,
06/08/2020,Ashokan,Catskill/Delaware,119.68,122.9,0.019,19.0,
06/09/2020,Ashokan,Catskill/Delaware,119.2,122.9,0.019,19.0,
06/10/2020,Ashokan,Catskill/Delaware,118.96,122.9,0.02,20.0,
06/11/2020,Ashokan,Catskill/Delaware,119.05,122.9,0.02,20.0,
06/12/2020,Ashokan,Catskill/Delaware,118.64,122.9,0.02,20.0,
06/13/2020,Ashokan,Catskill/Delaware,118.23,122.9,0.021,21.0,
06/14/2020,Ashokan,Catskill/Delaware,117.85,122.9,0.021,21.0,
06/15/2020,Ashokan,Catskill/Delaware,117.36,122.9,0.022,22.0,
06/16/2020,Ashokan,Catskill/Delaware,116.99,122.9,0.023,23.0,
06/17/2020,Ashokan,Catskill/Delaware,116.56,122.9,0.023,23.0,
06/18/2020,Ashokan,Catskill/Delaware,116.22,122.9,0.022,22.0,
06/19/2020,Ashokan,Catskill/Delaware,115.8,122.9,0.017,17.0,
06/20/2020,Ashokan,Catskill/Delaware,115.4,122.9,0.017,17.0,
06/21/2020,Ashokan,Catskill/Delaware,115.01,122.9,0.019,19.0,
06/22/2020,Ashokan,Catskill/Delaware,114.6,122.9,0.019,19.0,
06/23/2020,Ashokan,Catskill/Delaware,114.21,122.9,0.019,19.0,
06/24/2020,Ashokan,Catskill/Delaware,113.73,122.9,0.02,20.0,
06/25/2020,Ashokan,Catskill/Delaware,113.27,122.9,0.02,20.0,
06/26/2020,Ashokan,Catskill/Delaware,112.83,122.9,0.019,19.0,
06/27/2020,Ashokan,Catskill/Delaware,112.54,122.9,0.021,21.0,
06/28/2020,Ashokan,Catskill/Delaware,112.18,122.9,0.022,22.0,
06/29/2020,Ashokan,Catskill/Delaware,111.91,122.9,0.022,22.0,
06/30/2020,Ashokan,Catskill/Delaware,111.55,122.9,0.018,18.0,
07/01/2020,Ashokan,Catskill/Delaware,111.26,122.9,0.017,17.0,
07/02/2020,Ashokan,Catskill/Delaware,110.82,122.9,0.017,17.0,
07/03/2020,Ashokan,Catskill/Delaware,110.81,122.9,0.017,17.0,
07/04/2020,Ashokan,Catskill/Delaware,110.81,122.9,0.017,17.0,
07/05/2020,Ashokan,Catskill/Delaware,110.8,122.9,0.016,16.0,
07/06/2020,Ashokan,Catskill/Delaware,109.73,122.9,0.015,15.0,
07/07/2020,Ashokan,Catskill/Delaware,109.21,122.9,0.016,16.0,
07/08/2020,Ashokan,Catskill/Delaware,108.79,122.9,0.016,16.0,
07/09/2020,Ashokan,Catskill/Delaware,108.6,122.9,0.015,15.0,
07/10/2020,Ashokan,Catskill/Delaware,108.73,122.9,0.019,19.0,
07/11/2020,Ashokan,Catskill/Delaware,108.9,122.9,0.019,19.0,
07/12/2020,Ashokan,Catskill/Delaware,108.87,122.9,0.015,15.0,
07/13/2020,Ashokan,Catskill/Delaware,108.56,122.9,0.016,16.0,
07/14/2020,Ashokan,Catskill/Delaware,108.19,122.9,0.016,16.0,
07/15/2020,Ashokan,Catskill/Delaware,107.77,122.9,0.016,16.0,
07/16/2020,Ashokan,Catskill/Delaware,107.34,122.9,0.016,16.0,
07/17/2020,Ashokan,Catskill/Delaware,106.98,122.9,0.016,16.0,
07/18/2020,Ashokan,Catskill/Delaware,106.65,122.9,0.016,16.0,
07/19/2020,Ashokan,Catskill/Delaware,106.35,122.9,0.014,14.0,
07/20/2020,Ashokan,Catskill/Delaware,105.92,122.9,0.014,14.0,
07/21/2020,Ashokan,Catskill/Delaware,105.48,122.9,0.014,14.0,
07/22/2020,Ashokan,Catskill/Delaware,105.03,122.9,0.013,13.0,
07/23/2020,Ashokan,Catskill/Delaware,104.6,122.9,0.013,13.0,
07/24/2020,Ashokan,Catskill/Delaware,104.13,122.9,0.013,13.0,
07/25/2020,Ashokan,Catskill/Delaware,103.67,122.9,0.012,12.0,
07/26/2020,Ashokan,Catskill/Delaware,103.19,122.9,0.011,11.0,
07/27/2020,Ashokan,Catskill/Delaware,102.69,122.9,0.011,11.0,
07/28/2020,Ashokan,Catskill/Delaware,102.2,122.9,0.012,12.0,
07/29/2020,Ashokan,Catskill/Delaware,101.75,122.9,0.012,12.0,
07/30/2020,Ashokan,Catskill/Delaware,101.26,122.9,0.011,11.0,
08/01/2020,Ashokan,Catskill/Delaware,100.88,122.9,0.0165,16.5,
08/02/2020,Ashokan,Catskill/Delaware,100.63,122.9,0.0165,16.5,
08/03/2020,Ashokan,Catskill/Delaware,100.44,122.9,0.0164,16.4,
08/04/2020,Ashokan,Catskill/Delaware,100.1,122.9,0.0245,24.5,
08/05/2020,Ashokan,Catskill/Delaware,101.35,122.9,0.024200001,24.2,
08/06/2020,Ashokan,Catskill/Delaware,101.25,122.9,0.0214,21.4,
08/07/2020,Ashokan,Catskill/Delaware,100.98,122.9,0.024300001,24.3,
08/08/2020,Ashokan,Catskill/Delaware,100.87,122.9,0.024300001,24.3,
08/09/2020,Ashokan,Catskill/Delaware,100.64,122.9,0.024200001,24.2,
08/10/2020,Ashokan,Catskill/Delaware,100.41,122.9,0.024200001,24.2,
08/11/2020,Ashokan,Catskill/Delaware,100.15,122.9,0.024200001,24.2,
08/12/2020,Ashokan,Catskill/Delaware,99.84,122.9,0.0241,24.1,
08/13/2020,Ashokan,Catskill/Delaware,99.42,122.9,0.024,24.0,
08/14/2020,Ashokan,Catskill/Delaware,99.06,122.9,0.024,24.0,
08/15/2020,Ashokan,Catskill/Delaware,98.71,122.9,0.024,24.0,
08/16/2020,Ashokan,Catskill/Delaware,98.39,122.9,0.024,24.0,
08/17/2020,Ashokan,Catskill/Delaware,98.05,122.9,0.0239,23.9,
08/18/2020,Ashokan,Catskill/Delaware,97.85,122.9,0.0184,18.4,
08/19/2020,Ashokan,Catskill/Delaware,97.67,122.9,0.423300018,423.3,
08/20/2020,Ashokan,Catskill/Delaware,97.31,122.9,0.4025,402.5,
08/21/2020,Ashokan,Catskill/Delaware,97.06,122.9,0.403300018,403.3,
08/22/2020,Ashokan,Catskill/Delaware,96.96,122.9,0.300700012,300.7,
08/23/2020,Ashokan,Catskill/Delaware,96.84,122.9,0.297700012,297.7,
08/24/2020,Ashokan,Catskill/Delaware,96.7,122.9,0.297300018,297.3,
08/25/2020,Ashokan,Catskill/Delaware,96.57,122.9,0.019,19.0,
08/26/2020,Ashokan,Catskill/Delaware,96.27,122.9,0.018800001,18.8,
08/27/2020,Ashokan,Catskill/Delaware,95.96,122.9,0.018800001,18.8,
08/28/2020,Ashokan,Catskill/Delaware,96,122.9,0.016700001,16.7,
08/29/2020,Ashokan,Catskill/Delaware,95.88,122.9,0.016200001,16.2,
08/30/2020,Ashokan,Catskill/Delaware,95.74,122.9,0.0161,16.1,
08/31/2020,Ashokan,Catskill/Delaware,95.54,122.9,0.016300001,16.3,
09/01/2020,Ashokan,Catskill/Delaware,95.23,122.9,0.017,17.0,
09/02/2020,Ashokan,Catskill/Delaware,95.3,122.9,0.018,18.0,
09/03/2020,Ashokan,Catskill/Delaware,95.16,122.9,0.018,18.0,
09/04/2020,Ashokan,Catskill/Delaware,94.95,122.9,0.016,16.0,
09/05/2020,Ashokan,Catskill/Delaware,94.7,122.9,0.016,16.0,
09/06/2020,Ashokan,Catskill/Delaware,94.47,122.9,0.015,15.0,
09/07/2020,Ashokan,Catskill/Delaware,94.2,122.9,0.014,14.0,
09/08/2020,Ashokan,Catskill/Delaware,93.96,122.9,0.014,14.0,
09/09/2020,Ashokan,Catskill/Delaware,93.61,122.9,0.013,13.0,
09/10/2020,Ashokan,Catskill/Delaware,93.55,122.9,0.013,13.0,
09/11/2020,Ashokan,Catskill/Delaware,93.34,122.9,0.013,13.0,
09/12/2020,Ashokan,Catskill/Delaware,93.15,122.9,0.012,12.0,
09/13/2020,Ashokan,Catskill/Delaware,92.92,122.9,0.012,12.0,
09/14/2020,Ashokan,Catskill/Delaware,92.68,122.9,0.012,12.0,
09/15/2020,Ashokan,Catskill/Delaware,92.39,122.9,0.012,12.0,
09/16/2020,Ashokan,Catskill/Delaware,92.08,122.9,0.012,12.0,
09/17/2020,Ashokan,Catskill/Delaware,91.85,122.9,0.012,12.0,
09/18/2020,Ashokan,Catskill/Delaware,91.53,122.9,0.012,12.0,
09/19/2020,Ashokan,Catskill/Delaware,91.23,122.9,0.012,12.0,
09/20/2020,Ashokan,Catskill/Delaware,90.92,122.9,0.011,11.0,
09/21/2020,Ashokan,Catskill/Delaware,90.64,122.9,0.011,11.0,
09/22/2020,Ashokan,Catskill/Delaware,90.31,122.9,0.021,21.0,
09/23/2020,Ashokan,Catskill/Delaware,90.02,122.9,0.021,21.0,
09/24/2020,Ashokan,Catskill/Delaware,89.74,122.9,0.016,16.0,
09/25/2020,Ashokan,Catskill/Delaware,89.54,122.9,0.014,14.0,
09/26/2020,Ashokan,Catskill/Delaware,89.33,122.9,0.014,14.0,
09/27/2020,Ashokan,Catskill/Delaware,89.18,122.9,0.014,14.0,
09/28/2020,Ashokan,Catskill/Delaware,89.01,122.9,0.015,15.0,
09/29/2020,Ashokan,Catskill/Delaware,89.52,122.9,0.016,16.0,
09/30/2020,Ashokan,Catskill/Delaware,89.51,122.9,0.016,16.0,
10/01/2020,Ashokan,Catskill/Delaware,89.44,122.9,0.014,14.0,
10/02/2020,Ashokan,Catskill/Delaware,89.37,122.9,0.013,13.0,
10/03/2020,Ashokan,Catskill/Delaware,89.24,122.9,0.013,13.0,
10/04/2020,Ashokan,Catskill/Delaware,89.1,122.9,0.013,13.0,
10/05/2020,Ashokan,Catskill/Delaware,88.96,122.9,0.013,13.0,
10/06/2020,Ashokan,Catskill/Delaware,88.72,122.9,0.015,15.0,
10/07/2020,Ashokan,Catskill/Delaware,88.53,122.9,0.015,15.0,
10/08/2020,Ashokan,Catskill/Delaware,88.39,122.9,0.015,15.0,
10/09/2020,Ashokan,Catskill/Delaware,88.19,122.9,0.016,16.0,
10/10/2020,Ashokan,Catskill/Delaware,87.98,122.9,0.017,17.0,
10/11/2020,Ashokan,Catskill/Delaware,87.74,122.9,0.017,17.0,
10/12/2020,Ashokan,Catskill/Delaware,87.61,122.9,0.017,17.0,
10/13/2020,Ashokan,Catskill/Delaware,87.46,122.9,0.018,18.0,
10/14/2020,Ashokan,Catskill/Delaware,87.3,122.9,0.018,18.0,
10/15/2020,Ashokan,Catskill/Delaware,87.04,122.9,0.018,18.0,
10/16/2020,Ashokan,Catskill/Delaware,86.89,122.9,0.018,18.0,
10/17/2020,Ashokan,Catskill/Delaware,86.66,122.9,0.018,18.0,
10/18/2020,Ashokan,Catskill/Delaware,86.43,122.9,0.017,17.0,
10/19/2020,Ashokan,Catskill/Delaware,86.17,122.9,0.019,19.0,
10/20/2020,Ashokan,Catskill/Delaware,85.86,122.9,0.019,19.0,
10/21/2020,Ashokan,Catskill/Delaware,85.54,122.9,0.02,20.0,
10/22/2020,Ashokan,Catskill/Delaware,85.19,122.9,0.02,20.0,
10/23/2020,Ashokan,Catskill/Delaware,84.77,122.9,0.02,20.0,
10/24/2020,Ashokan,Catskill/Delaware,84.35,122.9,0.02,20.0,
10/25/2020,Ashokan,Catskill/Delaware,83.98,122.9,0.019,19.0,
10/26/2020,Ashokan,Catskill/Delaware,83.6,122.9,0.017,17.0,
10/27/2020,Ashokan,Catskill/Delaware,83.25,122.9,0,0.0,
10/28/2020,Ashokan,Catskill/Delaware,82.95,122.9,0,0.0,
10/29/2020,Ashokan,Catskill/Delaware,82.89,122.9,0.006,6.0,
10/30/2020,Ashokan,Catskill/Delaware,82.75,122.9,0.017,17.0,
10/31/2020,Ashokan,Catskill/Delaware,82.44,122.9,0.017,17.0,
11/01/2020,Ashokan,Catskill/Delaware,82.33,122.9,0.015,15.0,
11/02/2020,Ashokan,Catskill/Delaware,82.15,122.9,0.01,10.0,
11/03/2020,Ashokan,Catskill/Delaware,82.1,122.9,0.01,10.0,
11/04/2020,Ashokan,Catskill/Delaware,81.99,122.9,0.017,17.0,
11/05/2020,Ashokan,Catskill/Delaware,81.62,122.9,0.019,19.0,
11/06/2020,Ashokan,Catskill/Delaware,81.36,122.9,0.019,19.0,
11/07/2020,Ashokan,Catskill/Delaware,81.09,122.9,0.019,19.0,
11/08/2020,Ashokan,Catskill/Delaware,80.81,122.9,0.019,19.0,
11/09/2020,Ashokan,Catskill/Delaware,80.44,122.9,0.019,19.0,
11/10/2020,Ashokan,Catskill/Delaware,80.08,122.9,0.015,15.0,
11/11/2020,Ashokan,Catskill/Delaware,79.74,122.9,0.022,22.0,
11/12/2020,Ashokan,Catskill/Delaware,79.29,122.9,0.022,22.0,
11/13/2020,Ashokan,Catskill/Delaware,78.84,122.9,0.021,21.0,
11/14/2020,Ashokan,Catskill/Delaware,78.39,122.9,0.021,21.0,
11/15/2020,Ashokan,Catskill/Delaware,78.18,122.9,0.022,22.0,
11/16/2020,Ashokan,Catskill/Delaware,77.94,122.9,0.022,22.0,
11/17/2020,Ashokan,Catskill/Delaware,77.65,122.9,0.022,22.0,
11/18/2020,Ashokan,Catskill/Delaware,77.29,122.9,0.022,22.0,
11/19/2020,Ashokan,Catskill/Delaware,76.99,122.9,0.024,24.0,
11/20/2020,Ashokan,Catskill/Delaware,76.78,122.9,0.024,24.0,
11/21/2020,Ashokan,Catskill/Delaware,76.51,122.9,0.024,24.0,
11/22/2020,Ashokan,Catskill/Delaware,76.43,122.9,0.025,25.0,
11/23/2020,Ashokan,Catskill/Delaware,76.29,122.9,0.026,26.0,
11/24/2020,Ashokan,Catskill/Delaware,76.1,122.9,0.026,26.0,
11/25/2020,Ashokan,Catskill/Delaware,76.08,122.9,0.026,26.0,
11/26/2020,Ashokan,Catskill/Delaware,76.14,122.9,0.027,27.0,
11/27/2020,Ashokan,Catskill/Delaware,76.27,122.9,0.027,27.0,
11/28/2020,Ashokan,Catskill/Delaware,76.37,122.9,0.019,19.0,
11/29/2020,Ashokan,Catskill/Delaware,76.46,122.9,0.017,17.0,
11/30/2020,Ashokan,Catskill/Delaware,80.89,122.9,0.016,16.0,
12/01/2020,Ashokan,Catskill/Delaware,83.28,122.9,0.014,14.0,
12/02/2020,Ashokan,Catskill/Delaware,84.62,122.9,0.014,14.0,
12/03/2020,Ashokan,Catskill/Delaware,85.47,122.9,0.013,13.0,
12/04/2020,Ashokan,Catskill/Delaware,86.22,122.9,0.013,13.0,
12/05/2020,Ashokan,Catskill/Delaware,86.75,122.9,0.014,14.0,
12/06/2020,Ashokan,Catskill/Delaware,87.23,122.9,0.014,14.0,
12/07/2020,Ashokan,Catskill/Delaware,87.64,122.9,0.013,13.0,
12/08/2020,Ashokan,Catskill/Delaware,87.97,122.9,0.013,13.0,
12/09/2020,Ashokan,Catskill/Delaware,88.28,122.9,0.014,14.0,
12/10/2020,Ashokan,Catskill/Delaware,88.56,122.9,0.014,14.0,
12/11/2020,Ashokan,Catskill/Delaware,88.8,122.9,0.015,15.0,
12/12/2020,Ashokan,Catskill/Delaware,88.99,122.9,0.016,16.0,
12/13/2020,Ashokan,Catskill/Delaware,89.27,122.9,0.016,16.0,
12/14/2020,Ashokan,Catskill/Delaware,89.47,122.9,0.015,15.0,
12/15/2020,Ashokan,Catskill/Delaware,89.69,122.9,0.015,15.0,
12/16/2020,Ashokan,Catskill/Delaware,90.07,122.9,0.015,15.0,
12/17/2020,Ashokan,Catskill/Delaware,90.24,122.9,0.015,15.0,
12/18/2020,Ashokan,Catskill/Delaware,90.43,122.9,0.013,13.0,
12/19/2020,Ashokan,Catskill/Delaware,90.6,122.9,0.012,12.0,
12/20/2020,Ashokan,Catskill/Delaware,90.74,122.9,0.014,14.0,
12/21/2020,Ashokan,Catskill/Delaware,90.88,122.9,0.014,14.0,
12/22/2020,Ashokan,Catskill/Delaware,90.99,122.9,0.016,16.0,
12/23/2020,Ashokan,Catskill/Delaware,91.19,122.9,0.016,16.0,
12/24/2020,Ashokan,Catskill/Delaware,99.7,122.9,0.018,18.0,
12/25/2020,Ashokan,Catskill/Delaware,108.17,122.9,0.018,18.0,
12/26/2020,Ashokan,Catskill/Delaware,110.58,122.9,0.022,22.0,
12/27/2020,Ashokan,Catskill/Delaware,111.96,122.9,0.022,22.0,
